Alias,Mailbox,Type,Whitelisted IP Address,Inbox,Outbox,URL,Cleo Server,Customer
upsf,upsf,FTP Server Accounts,"['10.*', '107.115.186.134', '12.222.130.66', '12.222.130.67', '137.135.128.116', '137.135.128.56', '137.135.129.178', '137.135.130.121', '153.2.232.19', '153.2.234.177', '63.171.196.135', '68.93.141.123']",%com1%\Dispatch\UPSF-UPS-SupplyChainSols\Prod\\Inbound,%com1%\Dispatch\UPSF-UPS-SupplyChainSols\Prod\\Outbound,N/A,Cary Prod1,
stqc,stqc,FTP Server Accounts,"['107.115.186.134', '172.109.128.34', '174.141.53.210', '198.77.229.151', '68.93.141.123']",%com1%\Dispatch\STQC-StarTransport\Prod\\Inbound,%com1%\Dispatch\STQC-StarTransport\Prod\\Outbound,N/A,Cary Prod1,
marktest31,marktest31,FTP Server Accounts,['107.15.186.134'],\\miacom1\dispatch\Marktest\TestFTP\Inbound,\\miacom1\dispatch\Marktest\TestFTP\Outbound,N/A,MIA QA,Marisol International
test,test,FTP Server Accounts,['75.182.93.13'],test\Inbound,test\Outbound,N/A,Cary QA,
expd-test,expd-test,FTP Server Accounts,['207.14.29.3'],%com1%\dispatch\expediters\Test\\Inbound,%com1%\dispatch\expediters\Test\\Outbound,N/A,Cary QA,
asb-qa,asb-qa,FTP Server Accounts,['63.146.173.126'],%com1%\Dispatch\AmericanStandardFreight\Test\Inbound,%com1%\Dispatch\AmericanStandardFreight\Test\Outbound,N/A,Cary QA,American Standard
acrl-test,acrl-test,FTP Server Accounts,['70.43.171.66'],%com1%\dispatch\ACRL-AmericanCentralTransp\Test\\Inbound,%com1%\dispatch\ACRL-AmericanCentralTransp\Test\\Outbound,N/A,Cary QA,
bnsfbrk-test,bnsfbrk-test,FTP Server Accounts,['70.182.103.222'],%com1%\dispatch\BNSF-Brokerage\Test\\Inbound,%com1%\dispatch\BNSF-Brokerage\Test\\Outbound,N/A,Cary QA,BNSF
cargill-test,cargill-test,FTP Server Accounts,"['167.136.142.30', '167.136.142.40', '167.136.242.30']",%com1%\Data\MG\Data\Dispatch\Cargill\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\Cargill\Test\\Outbound,N/A,Cary QA,Carter Logistics
carteraam-qa,carteraam-qa,FTP Server Accounts,['208.51.210.55'],%com1%\Data\MG\Data\Dispatch\CarterLogisticsAAM\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\CarterLogisticsAAM\Test\\Outbound,N/A,Cary QA,Carter Logistics
cevalog-test,cevalog-test,FTP Server Accounts,"['175.41.135.142', '63.166.212.5', '85.234.134.210']",%com1%\Data\MG\Data\Dispatch\CEVALog\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\CEVALog\Test\\Outbound,N/A,Cary QA,Schneider National
chtswrth-test,chtswrth-test,FTP Server Accounts,['72.44.228.163'],%com1%\dispatch\Chatsworth\Test\\Inbound,%com1%\dispatch\Chatsworth\Test\\Outbound,N/A,Cary QA,
cktp-test,cktp-test,FTP Server Accounts,['24.222.202.205'],%com1%\dispatch\CKTP-ClarkeTrans\Test\\Inbound,%com1%\dispatch\CKTP-ClarkeTrans\Test\\Outbound,N/A,Cary QA,
cnwy-test,cnwy-test,FTP Server Accounts,['63.230.177.33'],%com1%\Data\MG\Data\Dispatch\CNWY-Con-WayFreight\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\CNWY-Con-WayFreight\Test\\Outbound,N/A,Cary QA,
crcr-test,crcr-test,FTP Server Accounts,['162.40.73.2'],%com1%\Data\MG\Data\Dispatch\CRCR-CreteCarrierCorp\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\CRCR-CreteCarrierCorp\Test\\Outbound,N/A,Cary QA,
cven-qa,cven-qa,FTP Server Accounts,['205.152.164.130'],%com1%\Dispatch\CVEN-CovenantTransport\Test\\Inbound,%com1%\Dispatch\CVEN-CovenantTransport\Test\\Outbound,N/A,Cary QA,
cwbg-test,cwbg-test,FTP Server Accounts,['65.123.115.71'],%com1%\dispatch\CWBG-ConwayMultimodal\Test\\Inbound,%com1%\dispatch\CWBG-ConwayMultimodal\Test\\Outbound,N/A,Cary QA,MULTI
dayrtest,dayrtest,FTP Server Accounts,['198.164.100.100'],%com1%\dispatch\DAYR-DayRoss\Test\\Inbound,%com1%\dispatch\DAYR-DayRoss\Test\\Outbound,N/A,Cary QA,Day & Ross
debz-test,debz-test,FTP Server Accounts,['69.128.147.94'],%com1%\dispatch\DEBZ-deBoer-Intermodal\Test\\Inbound,%com1%\dispatch\DEBZ-deBoer-Intermodal\Test\\Outbound,N/A,Cary QA,
detr-qa,detr-qa,FTP Server Accounts,['69.128.147.94'],%com1%\dispatch\DETR-DeboerIntermodal\Test\\Inbound,%com1%\dispatch\DETR-DeboerIntermodal\Test\\Outbound,N/A,Cary QA,
dhlc-test,dhlc-test,FTP Server Accounts,"['165.72.200.193', '199.40.206.187']",%com1%\dispatch\DHLC-DHLExpress\Test\\Inbound,%com1%\dispatch\DHLC-DHLExpress\Test\\Outbound,N/A,Cary QA,
dmcq-test,dmcq-test,FTP Server Accounts,['204.90.181.162'],%com1%\dispatch\DMCQ-Damco\Test\\Inbound,%com1%\dispatch\DMCQ-Damco\Test\\Outbound,N/A,Cary QA,
efww-test,efww-test,FTP Server Accounts,['50.202.65.121'],%com1%\dispatch\EFWW-EstesForwardingWW\Test\\Inbound,%com1%\dispatch\EFWW-EstesForwardingWW\Test\\Outbound,N/A,Cary QA,
emsy-test,emsy-test,FTP Server Accounts,['12.38.237.20'],%com1%\dispatch\EMSY-OnTracExpressMessengerSys\Test\\Inbound,%com1%\dispatch\EMSY-OnTracExpressMessengerSys\Test\\Outbound,N/A,Cary QA,
epes-test,epes-test,FTP Server Accounts,['12.145.82.130'],%com1%\dispatch\EPES-EPESTransport\Test\\Inbound,%com1%\dispatch\EPES-EPESTransport\Test\\Outbound,N/A,Cary QA,
frci-test,frci-test,FTP Server Accounts,['209.74.233.51'],%com1%\dispatch\FRCI-FreemontContractCarriers\Test\\Inbound,%com1%\dispatch\FRCI-FreemontContractCarriers\Test\\Outbound,N/A,Cary QA,
freeman-test,freeman-test,FTP Server Accounts,['63.164.100.60'],%com1%\dispatch\Freeman\Test\\Inbound,%com1%\dispatch\Freeman\Test\\Outbound,N/A,Cary QA,Freeman
glxs-test,glxs-test,FTP Server Accounts,['12.159.251.137'],%com1%\dispatch\GLXS-GraneLogExpress\Test\\Inbound,%com1%\dispatch\GLXS-GraneLogExpress\Test\\Outbound,N/A,Cary QA,
grnl-test,grnl-test,FTP Server Accounts,['12.159.251.137'],%com1%\dispatch\GRNL-GraneTransport\Test\\Inbound,%com1%\dispatch\GRNL-GraneTransport\Test\\Outbound,N/A,Cary QA,
hexcel-qa,hexcel-qa,FTP Server Accounts,"['193.240.29.196', '208.226.210.206']",%com1%\dispatch\Hexcel\Test\\Inbound,%com1%\dispatch\Hexcel\Test\\Outbound,N/A,Cary QA,Hexcel
hib-test,hib-test,FTP Server Accounts,"['207.223.125.130', '207.223.125.132']",%com1%\dispatch\HibbettSports\Test\\Inbound,%com1%\dispatch\HibbettSports\Test\\Outbound,N/A,Cary QA,Hibbett Sports
huber-test,huber-test,FTP Server Accounts,['209.135.55.7'],%com1%\Data\MG\Data\Dispatch\Huber\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\Huber\Test\\Outbound,N/A,Cary QA,HubTran
carter-qa,carter-qa,FTP Server Accounts,"['206.53.241.167', '208.51.210.55']",%com1%\Dispatch\CarterLogistics\Test\\Inbound,%com1%\Dispatch\CarterLogistics\Test\\Outbound,N/A,Cary QA,Carter Logistics
itso-test,itso-test,FTP Server Accounts,['12.226.203.194'],%com1%\dispatch\ITSO-ITSBrokerage\Test\\Inbound,%com1%\dispatch\ITSO-ITSBrokerage\Test\\Outbound,N/A,Cary QA,
ltao-test,ltao-test,FTP Server Accounts,"['67.237.209.25', '69.128.144.34', '69.128.144.35']",%com1%\Data\MG\Data\Dispatch\LTAO-LandAirTransport\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\LTAO-LandAirTransport\Test\\Outbound,N/A,Cary QA,LandAir
mnum-test,mnum-test,FTP Server Accounts,['64.132.172.202'],%com1%\Data\MG\Data\Dispatch\MNUM-MagnumExpress\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\MNUM-MagnumExpress\Test\\Outbound,N/A,Cary QA,
mohawkfp-test,mohawkfp-test,FTP Server Accounts,['12.129.94.187'],%com1%\Data\MG\Data\Dispatch\MohawkPaper\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\MohawkPaper\Test\\Outbound,N/A,Cary QA,Mohawk Paper
oakh-qa,oakh-qa,FTP Server Accounts,['63.241.173.115'],%com1%\dispatch\OAKH-OakHarborFreightLines\Test\\Inbound,%com1%\dispatch\OAKH-OakHarborFreightLines\Test\\Outbound,N/A,Cary QA,
pamt-qa,pamt-qa,FTP Server Accounts,['208.69.0.254'],%com1%\Data\MG\Data\Dispatch\PAMT-PAMTransport\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\PAMT-PAMTransport\Test\\Outbound,N/A,Cary QA,
ppaf-test,ppaf-test,FTP Server Accounts,"['194.11.78.185', '194.11.78.188']",%com1%\dispatch\PPAF-Panalpina\Test\\Inbound,%com1%\dispatch\PPAF-Panalpina\Test\\Outbound,N/A,Cary QA,
qwe-test,qwe-test,FTP Server Accounts,['161.49.249.254'],%com1%\dispatch\QWE-QuadGraphics\Test\\Inbound,%com1%\dispatch\QWE-QuadGraphics\Test\\Outbound,N/A,Cary QA,
roev-test,roev-test,FTP Server Accounts,['71.13.188.20'],%com1%\dispatch\ROEV-RoehlTransport\Test\\Inbound,%com1%\dispatch\ROEV-RoehlTransport\Test\\Outbound,N/A,Cary QA,
shalecorp-test,shalecorp-test,FTP Server Accounts,['198.246.255.75'],%com1%\dispatch\ShaleInland-Corp\Test\\Inbound,%com1%\dispatch\ShaleInland-Corp\Test\\Outbound,N/A,Cary QA,Shale Inland
slsg-test,slsg-test,FTP Server Accounts,['205.152.164.130'],%com1%\dispatch\SLSG-StarTransportation\Test\\Inbound,%com1%\dispatch\SLSG-StarTransportation\Test\\Outbound,N/A,Cary QA,
stmt-test,stmt-test,FTP Server Accounts,['74.113.143.197'],%com1%\dispatch\SteinMart\Test\\Inbound,%com1%\dispatch\SteinMart\Test\\Outbound,N/A,Cary QA,Steinmart
strr-test,strr-test,FTP Server Accounts,"['69.128.144.34', '69.128.144.35']",%com1%\dispatch\ST-SpringfieldTermRR\Test\\Inbound,%com1%\dispatch\ST-SpringfieldTermRR\Test\\Outbound,N/A,Cary QA,Strive Logistics
tdis-test,tdis-test,FTP Server Accounts,['198.62.2.3'],%com1%\dispatch\TDIS-ThoroughbredDirect\Test\\Inbound,%com1%\dispatch\TDIS-ThoroughbredDirect\Test\\Outbound,N/A,Cary QA,
tgea-test,tgea-test,FTP Server Accounts,['69.38.237.147'],%com1%\dispatch\TGEA-TriangleLog\Test\\Inbound,%com1%\dispatch\TGEA-TriangleLog\Test\\Outbound,N/A,Cary QA,
totl-test,totl-test,FTP Server Accounts,['63.172.55.251'],%com1%\dispatch\TOTL-TotalTransportationDist\Prod\\Inbound,%com1%\dispatch\TOTL-TotalTransportationDist\Prod\\Outbound,N/A,Cary QA,Total Quality Logistics
tqyl-test,tqyl-test,FTP Server Accounts,['74.202.110.125'],%com1%\Data\MG\Data\Dispatch\TQYL-TotalQualityLog\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\TQYL-TotalQualityLog\Test\\Outbound,N/A,Cary QA,
unff-test,unff-test,FTP Server Accounts,['40.133.39.12'],%com1%\dispatch\UNFF-test\Prod\\Inbound,%com1%\dispatch\UNFF-test\Prod\\Outbound,N/A,Cary QA,
usit-test,usit-test,FTP Server Accounts,['70.182.105.226'],%com1%\dispatch\USIT-USATruck\Test\\Inbound,%com1%\dispatch\USIT-USATruck\Test\\Outbound,N/A,Cary QA,
wagner-qa,wagner-qa,FTP Server Accounts,['63.254.73.130'],%com1%\Dispatch\Wagner\Test\\Inbound,%com1%\Dispatch\Wagner\Test\\Outbound,N/A,Cary QA,Wagner Industries
whsesaddlecrk-qa,whsesaddlecrk-qa,FTP Server Accounts,['173.227.159.33'],%com1%\dispatch\Henkel-WHSE-SaddleCreek\Test\\Inbound,%com1%\dispatch\Henkel-WHSE-SaddleCreek\Test\\Outbound,N/A,Cary QA,Henkel
wsgs-test,wsgs-test,FTP Server Accounts,['63.252.30.227'],%com1%\Data\MG\Data\Dispatch\WSGS-WestSideTransport\Test\\Inbound,%com1%\Data\MG\Data\Dispatch\WSGS-WestSideTransport\Test\\Outbound,N/A,Cary QA,
wsxi-qa,wsxi-qa,FTP Server Accounts,['65.82.92.28'],%com1%\dispatch\WSXI-WesternExpress\Test\\Inbound,%com1%\dispatch\WSXI-WesternExpress\Test\\Outbound,N/A,Cary QA,
afnlogistics-test,afnlogistics-test,FTP Server Accounts,['12.179.151.130'],%com1%\Dispatch\AFNLogistics\Test\\Inbound,%com1%\Dispatch\AFNLogistics\Test\\Outbound,N/A,Cary QA,AFN Logistics
ebe-qa,ebe-qa,FTP Server Accounts,"['69.61.147.222', '69.61.160.130']",%com1%\Dispatch\EBE-Inc\Test\Inbound,%com1%\Dispatch\EBE-Inc\Test\Outbound,N/A,Cary QA,
gefco,gefco,FTP Server Accounts,['62.23.87.230'],\\com1\dispatch\Syncreon-Gefco\Test\\Inbound,\\com1\dispatch\Syncreon-Gefco\Test\\Outbound,N/A,Cary QA,Syncreon
trinitydw,trinitydw,FTP Server Accounts,"['24.153.211.42', '4.34.192.78', '50.253.62.129', '98.252.16.74']",%com1%\Dispatch\Trinity-DW\Test\Inbound,%com1%\Dispatch\Trinity-DW\Test\Outbound,N/A,Cary QA,Trinity Transport
Kleinschmidt-test,Kleinschmidt-test,FTP Server Accounts,"['24.106.204.74', '65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\Kleinschmidt\Test\\Inbound,%com1%\dispatch\Kleinschmidt\Test\\Outbound,N/A,Cary QA,
antt-test,antt-test,FTP Server Accounts,['209.95.224.140'],%com1%\Dispatch\ANTT-ArnoldTransportation\Test\\Inbound,%com1%\Dispatch\ANTT-ArnoldTransportation\Test\\Outbound,N/A,Cary QA,
avrt-test,avrt-test,FTP Server Accounts,['216.86.9.3'],%com1%\Dispatch\AVRT-AverittExpress\Test\\Inbound,%com1%\Dispatch\AVRT-AverittExpress\Test\\Outbound,N/A,Cary QA,Avram
bnsf-test,bnsf-test,FTP Server Accounts,['70.182.103.222'],%com1%\Dispatch\BNSF-BNSFLogistics\Test\\Inbound,%com1%\Dispatch\BNSF-BNSFLogistics\Test\\Outbound,N/A,Cary QA,BNSF
scnn-test,scnn-test,FTP Server Accounts,"['161.222.190.72', '209.95.228.213']",%com1%\dispatch\SCNN-SchneiderNational\Test\\Inbound,%com1%\dispatch\SCNN-SchneiderNational\Test\\Outbound,N/A,Cary QA,Schneider National
cmki-test,cmki-test,FTP Server Accounts,"['216.111.234.115', '65.127.168.147']",%Com1%\dispatch\CMKI-ComtrakLogInc\Test\\Inbound,%Com1%\dispatch\CMKI-ComtrakLogInc\Test\\Outbound,N/A,Cary QA,
swft-test,swft-test,FTP Server Accounts,"['65.218.200.126', '65.218.200.66', '65.218.200.67', '65.218.200.78']",%com1%\Dispatch\SWFT-SwiftTransportation\Test\\Inbound,%com1%\Dispatch\SWFT-SwiftTransportation\Test\\Outbound,N/A,Cary QA,Swifttrans
tsgtdedicated-test,tsgtdedicated-test,FTP Server Accounts,"['208.191.62.82', '54.68.33.102', '65.64.216.223']",%cryfs1%\dispatch\Transplace\Test\\Inbound,%cryfs1%\dispatch\Transplace\Test\\Outbound,N/A,Cary QA,Transportation Solutions Group (3PLogic / TSG)
barrycallqa,barrycallqa,FTP Server Accounts,"['10.242.0.107', '10.242.0.108', '10.242.0.184', '10.242.0.185', '10.242.0.186', '195.219.8.130', '24.106.204.74', '38.98.140.244', '74.59.185.121', '75.151.184.49-75.151.184.52']",%com1%\Dispatch\BarryCallebaut\Test\\Inbound,%com1%\Dispatch\BarryCallebaut\Test\\Outbound,N/A,Cary QA,Barry Callebaut
pdi-qa,pdi-qa,FTP Server Accounts,"['63.118.166.98', '70.91.36.125', '74.11.70.129']",%Com1%\dispatch\PDI\Test\\Inbound,%Com1%\dispatch\PDI\Test\\Outbound,N/A,Cary QA,PDI (Priority Distribution)
faro-qa,faro-qa,FTP Server Accounts,"['63.118.166.98', '70.91.36.125', '74.11.70.129']",%COM1%\Dispatch\FARO-FaroUsa\Test\\Inbound,%COM1%\Dispatch\FARO-FaroUsa\Test\\Outbound,N/A,Cary QA,Farrington
ultl-test,ultl-test,FTP Server Accounts,['108.179.19.129'],%COM1%\Dispatch\ULTL-UltraLogistics\Test\\Inbound,%COM1%\Dispatch\ULTL-UltraLogistics\Test\\Outbound,N/A,Cary QA,
celestica-qa,celestica-qa,FTP Server Accounts,"['135.12.16.7', '32.96.234.87', '32.96.238.199', '32.96.238.200', '32.96.238.34']",%com1%\Dispatch\Celestica\Test\\Inbound,%com1%\Dispatch\Celestica\Test\\Outbound,N/A,Cary QA,Celestica
hubg-qa,hubg-qa,FTP Server Accounts,"['216.111.234.115', '24.106.204.74', '65.127.168.147']",%com1%\dispatch\HUBG-HubGroup\Test\\Inbound,%com1%\dispatch\HUBG-HubGroup\Test\\Outbound,N/A,Cary QA,HubTran
cintas-qa,cintas-qa,FTP Server Accounts,"['198.177.158.0-198.177.161.254', '198.177.158.254', '24.106.204.74', '64.73.35.105', '69.174.58.60']",%Com1%\dispatch\Cintas\Test\\Inbound,%Com1%\dispatch\Cintas\Test\\Outbound,N/A,Cary QA,CINTAS
ltaoks,ltaoks,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\LTAO_KS-LandairTransport\Test\\Inbound,%com1%\dispatch\LTAO_KS-LandairTransport\Test\\Outbound,N/A,Cary QA,LandAir
glis-qa,glis-qa,FTP Server Accounts,['64.233.225.41-64.233.225.46'],%COM1%\dispatch\GLIS-GallantTransport\Test\\Inbound,%COM1%\dispatch\GLIS-GallantTransport\Test\\Outbound,N/A,Cary QA,
orschelnbolt-qa,orschelnbolt-qa,FTP Server Accounts,['64.221.223.120'],%com1%\Dispatch\OrschelnFarm-Bolt\Test\\Inbound,%com1%\Dispatch\OrschelnFarm-Bolt\Test\\Outbound,N/A,Cary QA,Orscheln Group
rienzi-test,rienzi-test,FTP Server Accounts,['24.103.79.211'],\\Com1\Dispatch\Rienzi\Test\\Inbound,\\Com1\Dispatch\Rienzi\Test\\Outbound,N/A,Cary QA,Global Transport Logistics
pegasus-test,pegasus-test,FTP Server Accounts,"['198.199.129.5', '24.106.204.74']",%com1%\Dispatch\Pegasus\Test\\Inbound,%com1%\Dispatch\Pegasus\Test\\Outbound,N/A,Cary QA,
fac-qa,fac-qa,FTP Server Accounts,"['184.0.145.122', '184.0.155.122', '184.0.155.40']",%com1%\dispatch\FAC-FACLogistics\Test\\Inbound,%com1%\dispatch\FAC-FACLogistics\Test\\Outbound,N/A,Cary QA,FAC Logistics
rydr-chevron-test,rydr-chevron-test,FTP Server Accounts,"['10.115.76.45', '168.218.95.129', '168.218.95.130', '168.218.95.131']",%com1%\dispatch\Ryder-Chevron\Test\\Inbound,%com1%\dispatch\Ryder-Chevron\Test\\Outbound,N/A,Cary QA,Ryder
lmarris-test,lmarris-test,FTP Server Accounts,['216.234.144.41'],%com1%\dispatch\LMTS-ARRIS\Test\\Inbound,%com1%\dispatch\LMTS-ARRIS\Test\\Outbound,N/A,Cary QA,
huntsman-test,huntsman-test,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\Huntsman\Test\\Inbound,%com1%\dispatch\Huntsman\Test\\Outbound,N/A,Cary QA,
hotr-test,hotr-test,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\HOTR-HouffTransferInc\Test\\Inbound,%com1%\dispatch\HOTR-HouffTransferInc\Test\\Outbound,N/A,Cary QA,
pasc-test,pasc-test,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\PASC-PaschallTruckLines\Test\\Inbound,%com1%\dispatch\PASC-PaschallTruckLines\Test\\Outbound,N/A,Cary QA,
bgxp-qa,bgxp-qa,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\BGXP-BigGExpress\Test\\Inbound,%com1%\dispatch\BGXP-BigGExpress\Test\\Outbound,N/A,Cary QA,
walm-test,walm-test,FTP Server Accounts,"['161.170.244.52', '65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\WALM-WalMartCarrier\Test\\Inbound,%com1%\dispatch\WALM-WalMartCarrier\Test\\Outbound,N/A,Cary QA,Walmart
bios-test,bios-test,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\BIOS-BisonTransport\Test\\Inbound,%com1%\dispatch\BIOS-BisonTransport\Test\\Outbound,N/A,Cary QA,
crst-test,crst-test,FTP Server Accounts,"['198.0.179.219', '65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\CRST-CrystalMotor\Test\\Inbound,%com1%\dispatch\CRST-CrystalMotor\Test\\Outbound,N/A,Cary QA,"CRST International, INC."
rtcy-test,rtcy-test,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\RTCY-R2Logistics\Test\\Inbound,%com1%\dispatch\RTCY-R2Logistics\Test\\Outbound,N/A,Cary QA,
palrr-test,palrr-test,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\PAL-PaducahLouisvilleRR\Test\\Inbound,%com1%\dispatch\PAL-PaducahLouisvilleRR\Test\\Outbound,N/A,Cary QA,Palogix
clorox-test,clorox-test,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\CloroxCompany\Test\\Inbound,%com1%\dispatch\CloroxCompany\Test\\Outbound,N/A,Cary QA,
nobis-fritolay-qa,nobis-fritolay-qa,FTP Server Accounts,"['65.164.167.34', '65.164.167.35', '65.164.167.40', '69.128.144.34', '69.128.144.35', '69.128.144.40']",%com1%\dispatch\Nobis-FritoLay\Test\\Inbound,%com1%\dispatch\Nobis-FritoLay\Test\\Outbound,N/A,Cary QA,
Amcor,Amcor,FTP Server Accounts,"['57.77.21.121', '57.77.21.122']",%com1%\Dispatch\AmcorRigidPlastics\Test\Inbound,%com1%\Dispatch\AmcorRigidPlastics\Test\Outbound,N/A,Cary QA,AST
infor,infor,FTP Server Accounts,"['159.172.33.2', '207.54.50.24', '207.54.58.254']",%com1%\dispatch\Infor\Test\\Inbound,%com1%\dispatch\Infor\Test\\Outbound,N/A,Cary QA,Infor
xpod-test,xpod-test,FTP Server Accounts,"['128.136.70.250', '199.102.83.165', '204.128.146.25', '204.128.146.65', '209.82.14.85', '69.77.173.110', '71.65.219.187']",%Com1%\Dispatch\XPOD-XPOLOGISTCSD\Test\\Inbound,%Com1%\Dispatch\XPOD-XPOLOGISTCSD\Test\\Outbound,N/A,Cary QA,
jbsy-test,jbsy-test,FTP Server Accounts,"['198.58.14.254', '198.58.15.254', '207.252.218.46']",%com1%\dispatch\JBSY-JBSCarriersInc\Test\\Inbound,%com1%\dispatch\JBSY-JBSCarriersInc\Test\\Outbound,N/A,Cary QA,
celadon-menlo,celadon-menlo,FTP Server Accounts,['63.230.177.33'],%com1%\dispatch\Celadon-Menlo\Test\\Inbound,%com1%\dispatch\Celadon-Menlo\Test\\Outbound,N/A,Cary QA,Celadon
mslv-test,mslv-test,FTP Server Accounts,['208.49.115.6'],%com1%\dispatch\MSLV-MesillaValleyTransportation\Test\\Inbound,%com1%\dispatch\MSLV-MesillaValleyTransportation\Test\\Outbound,N/A,Cary QA,
ivesco-qa,ivesco-qa,FTP Server Accounts,"['184.180.177.120', '206.16.98.192', '207.170.251.73']",%com1%\dispatch\Ivesco\Test\\Inbound,%com1%\dispatch\Ivesco\Test\\Outbound,N/A,Cary QA,
envista-heatlink-qa,envista-heatlink-qa,FTP Server Accounts,['66.11.81.60'],%com1%\Dispatch\enVista-Heatlink\Test\\Inbound,%com1%\Dispatch\enVista-Heatlink\Test\\Outbound,N/A,Cary QA,enVista Corp
bakertaylor-test,bakertaylor-test,FTP Server Accounts,"['173.13.212.228', '5.0.112.16', '65.115.107.61']",%com1%\Dispatch\BakerTaylor\Test\Inbound,%com1%\Dispatch\BakerTaylor\Test\Outbound,N/A,Cary QA,Baker & Taylor
cwas-test,cwas-test,FTP Server Accounts,"['107.0.215.65', '99.127.44.241']",%com1%\dispatch\CWAS-CowanSystems\Test\\Inbound,%com1%\dispatch\CWAS-CowanSystems\Test\\Outbound,N/A,Cary QA,
rwi-test,rwi-test,FTP Server Accounts,"['50.58.168.83', '69.61.131.146', '99.127.44.241']",\\cryfs1\dispatch\RWILogistics\Test\\Inbound,\\cryfs1\dispatch\RWILogistics\Test\\Outbound,N/A,Cary QA,RWI Logistics
uspsqa,uspsqa,FTP Server Accounts,['56.0.47.0-56.0.47.255'],%com1%\Dispatch\USPS-USPostalSvc\Test\\Inbound,%com1%\Dispatch\USPS-USPostalSvc\Test\\Outbound,N/A,Cary QA,US Perishables / Great Rate Quote
rbtw-test,rbtw-test,FTP Server Accounts,"['10.27.11.245', '168.208.11.39']",%com1%\Dispatch\RBTW-CHRobinson\Test\\Inbound,%com1%\Dispatch\RBTW-CHRobinson\Test\\Outbound,N/A,Cary QA,
southwire-qa,southwire-qa,FTP Server Accounts,"['10.27.19.27', '108.248.99.90', '207.223.46.36', '208.71.48.154', '216.172.25.2', '216.27.19.27', '52.0.130.53', '52.0.187.83', '52.4.9.225', '54.160.158.45', '54.161.96.248', '54.204.22.253', '54.68.33.102']",%com1%\Dispatch\SouthWireCompany\Test\\Inbound,%com1%\Dispatch\SouthWireCompany\Test\\Outbound,N/A,Cary QA,Southeastern Freight Lines
tsgn-test,tsgn-test,FTP Server Accounts,"['108.248.99.90', '162.242.171.237', '165.225.138.161', '165.225.156.65', '172.243.207.28', '199.192.240.124', '207.223.46.36', '207.223.46.41', '207.223.46.46', '207.223.46.48', '207.223.46.49', '207.223.46.54', '216.172.25.2', '23.253.162.73', '23.253.164.31', '23.253.165.56', '52.0.130.53', '52.0.187.83', '52.4.9.225', '54.68.33.102', '70.61.84.78', '72.2.112.106']",%com1%\dispatch\TSGN-TotalSolGroup\Test\\Inbound,%com1%\dispatch\TSGN-TotalSolGroup\Test\\Outbound,N/A,Cary QA,Transportation Solutions Group (3PLogic / TSG)
